Received Log:

[27 нояб. 2017 г. 19:05:49] ASCII:
49231,0,0,-1,-1,-1,0,-1,-1,0,b24,1,0.02,50,1
49232,0,0,-1,-1,-1,0,-1,-1,0,keycowboys,,,,
49398,49309,0,-1,-1,-1,0,-1,-1,0,b24,0,0.04,50,2
59972,59805,0,-1,-1,-1,0,-1,-1,0,catchBall,,,,
61288,61288,0,-1,-1,-1,0,-1,-1,0,b21,1,0.50,2,1
61315,61288,0,-1,-1,-1,0,-1,-1,0,redsWin,0,,,
61322,61321,0,1,6,2,-1,-1,-1,0,newxy,,,,
61464,61442,61321,1,6,2,-1,-1,-1,0,b21,0,1.00,2,2
62049,62026,61321,1,6,2,-1,-1,-1,0,b11,1,0.33,3,1
62249,62229,61321,1,6,2,-1,-1,-1,0,b11,0,0.67,3,2
62997,62992,61321,1,6,2,-1,-1,-1,0,b24,1,0.33,3,1
63020,63019,61321,1,5,2,-1,6,2,-1,newxy,,,,
63208,63208,63019,1,5,2,-1,6,2,-1,b24,0,0.50,4,2
63337,63336,63019,1,4,2,-1,5,2,-1,newxy,,,,
63643,63642,63336,1,3,2,-1,4,2,-1,newxy,,,,
63862,63847,63642,1,3,2,-1,4,2,-1,b14,1,0.25,4,1
63950,63950,63642,1,2,2,-1,3,2,-1,newxy,,,,
64028,64028,63950,1,2,2,-1,3,2,-1,b14,0,0.40,5,2
64259,64258,63950,1,1,2,-1,2,2,-1,newxy,,,,
64564,64564,64258,1,0,2,-1,1,2,-1,newxy,,,,
64567,64564,64564,1,0,2,-1,1,2,-1,goalFortune,4.00,3,0.00,0.00
64611,64611,64564,3,0,2,-1,1,2,-1,goalLine,,,,
65162,65161,64611,1,1,2,1,0,2,-1,newxy,,,,
69161,69144,65161,1,1,2,1,0,2,-1,b14,1,0.30,10,3
69172,69171,65161,1,2,2,1,1,2,1,newxy,,,,
69351,69344,69171,1,2,2,1,1,2,1,b14,0,0.40,10,4
69473,69472,69171,1,3,2,1,2,2,1,newxy,,,,
69779,69778,69472,1,4,2,1,3,2,1,newxy,,,,
70085,70085,69778,1,5,2,1,4,2,1,newxy,,,,
70391,70391,70085,1,6,2,1,5,2,1,newxy,,,,
70697,70697,70391,1,7,2,1,6,2,1,newxy,,,,
71004,71004,70697,1,8,2,1,7,2,1,newxy,,,,
71310,71310,71004,1,9,2,1,8,2,1,newxy,,,,
71616,71616,71310,1,10,2,1,9,2,1,newxy,,,,
71737,71718,71616,1,10,2,1,9,2,1,b21,1,0.25,12,3
71746,71745,71616,1,10,2,1,9,2,1,redsFortune,5.46,-1,0.00,
71921,71911,71616,1,10,2,-1,9,2,1,b21,0,0.33,12,4
72122,72115,71616,1,10,2,-1,9,2,1,b24,1,0.23,13,3
72140,72140,71616,1,9,2,-1,10,2,-1,newxy,,,,
72335,72334,72140,1,9,2,-1,10,2,-1,b24,0,0.31,13,4
72461,72461,72140,1,8,2,-1,9,2,-1,newxy,,,,
72767,72767,72461,1,7,2,-1,8,2,-1,newxy,,,,
73073,73073,72767,1,6,2,-1,7,2,-1,newxy,,,,
73379,73379,73073,1,5,2,-1,6,2,-1,newxy,,,,
73579,73559,73379,1,5,2,-1,6,2,-1,b12,1,0.07,14,1
73688,73687,73379,1,4,2,-1,5,2,-1,newxy,,,,
73745,73740,73687,1,4,2,-1,5,2,-1,b12,0,0.14,14,2
73995,73995,73687,1,3,2,-1,4,2,-1,newxy,,,,
74095,74073,73995,1,3,2,-1,4,2,-1,b14,1,0.33,15,5
74115,74099,73995,1,3,2,-1,4,2,-1,b12,1,0.20,15,3
74256,74253,73995,1,3,2,-1,4,2,-1,b12,0,0.27,15,4
74295,74279,73995,1,3,2,-1,4,2,-1,b14,0,0.40,15,6
74306,74305,73995,1,2,2,-1,3,2,-1,newxy,,,,
74399,74391,74305,1,2,2,-1,3,2,-1,b11,1,0.20,15,3
74519,74519,74305,1,2,2,-1,3,2,-1,b11,0,0.27,15,4
74621,74621,74305,1,1,2,-1,2,2,-1,newxy,,,,
74661,74648,74621,1,1,2,-1,2,2,-1,b21,1,0.33,15,5
74843,74827,74621,1,1,2,-1,2,2,-1,b21,0,0.40,15,6
74931,74930,74621,1,0,2,-1,1,2,-1,newxy,,,,
74933,74930,74930,1,0,2,-1,1,2,-1,goalFortune,2.00,-1,0.00,0.00
74979,74979,74930,3,0,2,-1,1,2,-1,goalLine,,,,
75529,75529,74979,1,1,2,1,0,2,-1,newxy,,,,
76255,76240,75529,1,1,2,1,0,2,-1,b12,1,0.29,17,5
76266,76266,75529,1,1,1,1,1,2,1,newxy,,,,
