Received Log:

[27 нояб. 2017 г. 20:31:41] ASCII:
74300,0,0,-1,-1,-1,0,-1,-1,0,b23,1,0.07,15,1
74301,0,0,-1,-1,-1,0,-1,-1,0,keycowboys,,,,
74508,74378,0,-1,-1,-1,0,-1,-1,0,b23,0,0.13,15,2
75478,75311,0,-1,-1,-1,0,-1,-1,0,catchBall,,,,
76856,76856,0,-1,-1,-1,0,-1,-1,0,b21,1,0.06,17,1
76882,76857,0,-1,-1,-1,0,-1,-1,0,redsWin,0,,,
76891,76890,0,1,6,2,-1,-1,-1,0,newxy,,,,
77012,77009,76890,1,6,2,-1,-1,-1,0,b21,0,0.11,18,2
77476,77468,76890,1,6,2,-1,-1,-1,0,b11,1,0.06,18,1
77618,77596,76890,1,6,2,-1,-1,-1,0,b11,0,0.11,18,2
79253,79247,76890,1,6,2,-1,-1,-1,0,b24,1,0.05,20,1
79272,79272,76890,1,5,2,-1,6,2,-1,newxy,,,,
79325,79312,79272,1,5,2,-1,6,2,-1,b24,0,0.10,20,2
79592,79592,79272,1,4,2,-1,5,2,-1,newxy,,,,
79898,79898,79592,1,3,2,-1,4,2,-1,newxy,,,,
80204,80204,79898,1,2,2,-1,3,2,-1,newxy,,,,
80263,80257,80204,1,2,2,-1,3,2,-1,b14,1,0.05,21,1
80444,80436,80204,1,2,2,-1,3,2,-1,b14,0,0.10,21,2
80514,80513,80204,1,1,2,-1,2,2,-1,newxy,,,,
80573,80566,80513,1,1,2,-1,2,2,-1,b14,1,0.14,21,3
80714,80694,80513,1,1,2,-1,2,2,-1,b14,0,0.19,21,4
80823,80822,80513,1,0,2,-1,1,2,-1,newxy,,,,
80825,80822,80822,1,0,2,-1,1,2,-1,goalFortune,2.00,1,0.00,0.00
80870,80869,80822,3,0,2,-1,1,2,-1,goalLine,,,,
81420,81419,80869,1,1,2,1,0,2,-1,newxy,,,,
82388,82385,81419,1,1,2,1,0,2,-1,b21,1,0.13,23,3
82408,82385,81419,1,1,2,1,0,2,-1,b11,1,0.13,23,3
82528,82513,81419,1,1,2,1,0,2,-1,b21,0,0.17,23,4
82546,82539,81419,1,1,2,1,0,2,-1,b11,0,0.17,23,4
82788,82768,81419,1,1,2,1,0,2,-1,b14,1,0.22,23,5
82795,82795,81419,1,2,2,1,1,2,1,newxy,,,,
82896,82893,82795,1,2,2,1,1,2,1,b14,0,0.26,23,6
83099,83098,82795,1,3,2,1,2,2,1,newxy,,,,
83404,83404,83098,1,4,2,1,3,2,1,newxy,,,,
83465,83457,83404,1,4,2,1,3,2,1,b11,1,0.21,24,5
83484,83483,83404,1,4,2,1,3,2,1,b14,1,0.29,24,7
83585,83561,83404,1,4,2,1,3,2,1,b11,0,0.25,24,6
,,,,,,,,,,b14,0,0.33,24,8
83715,83715,83404,1,5,2,1,4,2,1,newxy,,,,
84017,83995,83715,1,5,2,1,4,2,1,b21,1,0.20,25,5
84022,84022,83715,1,6,2,1,5,2,1,newxy,,,,
84203,84198,84022,1,6,2,1,5,2,1,b21,0,0.24,25,6
84326,84326,84022,1,7,2,1,6,2,1,newxy,,,,
84345,84326,84326,1,7,2,1,6,2,1,b21,1,0.28,25,7
84506,84506,84326,1,7,2,1,6,2,1,b11,1,0.28,25,7
,,,,,,,,,,b21,0,0.32,25,8
84534,84533,84326,1,7,2,1,6,2,1,greensFortune,9.15,0,0.50,
84667,84646,84326,1,7,2,1,6,2,1,b11,0,0.32,25,8
84788,84774,84326,1,7,2,1,6,2,1,b12,1,0.04,25,1
84801,84801,84326,1,7,1,1,7,2,1,newxy,,,,
84995,84969,84801,1,7,1,1,7,2,1,b12,0,0.08,25,2
85123,85123,84801,1,7,0,1,7,1,1,newxy,,,,
85125,85125,85123,2,7,0,1,7,1,1,sideOut,,,,
85648,85648,85125,1,8,1,-1,7,0,1,newxy,,,,
86315,86309,85648,1,8,1,-1,7,0,1,b22,1,0.04,27,1
86336,86336,85648,1,8,2,-1,8,1,-1,newxy,,,,
86446,86423,86336,1,8,2,-1,8,1,-1,b22,0,0.07,27,2
86566,86551,86336,1,8,2,-1,8,1,-1,b24,1,0.11,27,3
86626,86603,86336,1,8,2,-1,8,1,-1,b21,1,0.33,27,9
86630,86629,86336,1,8,2,-1,8,1,-1,redsFortune,3.74,1,1.00,
86700,86700,86336,1,8,3,-1,8,2,-1,newxy,,,,
86759,86747,86700,1,8,3,-1,8,2,-1,b24,0,0.15,27,4
86798,86798,86700,1,8,3,-1,8,2,-1,b21,0,0.37,27,10
86996,86975,86700,1,8,3,-1,8,2,-1,b24,1,0.19,27,5
87003,87003,86700,1,8,4,-1,8,3,-1,newxy,,,,
87030,87030,87003,2,8,4,-1,8,3,-1,sideOut,,,,
87385,87030,87030,1,8,4,-1,8,3,-1,b24,0,0.21,28,6
87579,87579,87030,1,9,3,1,8,4,-1,newxy,,,,
87922,87910,87579,1,9,3,1,8,4,-1,b11,1,0.32,28,9
87942,87937,87579,1,9,3,1,8,4,-1,b12,1,0.11,28,3
87964,87964,87579,1,9,2,1,9,3,1,newxy,,,,
88046,88039,87964,1,9,2,1,9,3,1,b11,0,0.34,29,10
88066,88066,87964,1,9,2,1,9,3,1,b12,0,0.14,29,4
88269,88269,87964,1,9,1,1,9,2,1,newxy,,,,
88289,88269,88269,1,9,1,1,9,2,1,b24,1,0.24,29,7
88389,88374,88269,1,9,1,1,9,2,1,b21,1,0.38,29,11
88409,88400,88269,1,9,1,1,9,2,1,b11,1,0.38,29,11
88427,88426,88269,1,9,1,1,9,2,1,greensFortune,-1.45,-3,1.50,
